1660D11,1D25
3290D69,4D0
2610D77,3D60
4090D5,4D50
3560D99,8D60
3590D64,11D25
4180D62,8D50
3970D0,2D30
1930D70,3D30
4970D41,5D0
2590D52,7D60
4040D33,10D30
2850D72,10D60
2210D0,12D30
2160D39,12D0
3820D75,10D25
3210D98,11D25
1860D62,4D50
4590D51,9D75
4280D51,7D0
2200D28,11D25
1920D98,3D60
1870D84,7D30
2920D0,1D0
3970D44,9D75
3460D32,11D60
4220D34,6D75
4970D80,9D30
5270D26,11D25
4010D37,11D0
2640D6,4D75
5230D96,10D0
1850D43,7D75
3790D97,11D0
2440D0,8D75
5230D30,6D25
4780D86,9D25
4860D93,6D0
2490D71,11D25
4260D41,3D0
3410D71,5D30
4610D67,9D50
1690D20,7D50
2360D7,11D30
3260D36,2D30
3480D16,11D60
5400D81,10D75
3450D88,2D0
2170D9,11D25
3080D62,1D30
4790D18,8D75
2550D33,11D50
2210D2,4D0
1840D65,1D75
5170D57,3D0
2490D37,3D50
4870D14,11D0
4890D69,7D25
1960D97,4D75
5180D21,5D75
3980D89,8D25
2210D25,7D50
1760D66,5D60
3030D26,8D75
4750D25,12D0
2510D25,4D0
4020D61,3D60
3730D86,10D0
4420D77,7D0
3890D86,11D30
4700D30,5D60
1590D76,11D75
3630D15,7D0
2900D78,4D50
3360D12,11D50
4640D62,6D25
2030D10,4D25
3270D57,12D0
2540D36,1D75
2080D42,5D50
4250D43,11D30
5170D28,12D50
3780D56,4D60
4310D24,1D60
4220D43,3D0
3710D71,2D75
4750D70,7D30
4560D92,12D50
1510D93,3D75
4460D4,8D75
3630D2,8D75
3450D73,4D75
2590D16,5D60
4270D9,9D60
3890D61,11D0
2310D11,10D50
3970D4,2D25
2480D41,8D0
4560D7,9D60
4170D70,10D60
2970D52,2D50
2690D42,7D25
4160D90,2D50
3480D37,7D0
4440D12,12D50
2370D43,12D75
5240D76,12D25
1870D89,2D25
2430D10,3D0
2430D71,5D50
5020D84,2D0
2340D18,12D50
3190D49,4D0
4900D34,4D60
4060D25,5D25
3460D22,7D30
3560D30,11D50
2320D91,2D30
2390D3,9D30
1650D23,7D60
2880D40,12D30
2170D23,9D50
5320D3,8D0
2490D31,4D50
4090D43,8D75
4480D21,9D50
2610D22,5D60
3510D63,12D50
5370D37,7D30
5050D67,4D0
1600D42,6D0
4880D9,8D25
3780D28,12D60
2200D43,11D50
3780D56,4D60
4560D3,2D75
3770D61,2D25
3210D52,11D30
5000D74,9D0
2760D91,2D50
2510D99,11D0
3680D60,10D75
1760D6,7D0
3110D27,1D30
1710D64,9D75
4140D62,6D0
3420D40,3D0
2570D91,7D0
4350D63,12D25
4320D9,8D25
3960D96,7D25
2930D56,3D0
2540D70,3D60
1680D67,9D50
3510D24,1D30
4490D55,10D60
3130D28,9D75
2890D25,1D25
2660D3,5D0
2660D69,12D30
4160D79,4D75
5130D53,5D0
5260D10,12D50
5020D22,1D25
1500D11,7D50
3690D54,9D75
4350D9,8D60
2140D68,10D30
1760D77,2D30
3380D51,11D75
4070D7,10D0
3310D22,6D50
5020D47,3D30
5410D64,1D0
3490D40,2D0
2470D8,5D0
2340D1,12D25
2830D0,8D25
2670D58,1D0
3790D83,7D0
2880D13,7D30
3660D83,8D25
3790D84,12D0
2300D42,3D75
3980D4,1D50
3630D57,10D50
5390D93,2D75
1570D46,1D75
1640D19,12D25
3600D27,8D0
3860D40,11D30
4050D87,11D0
2510D36,10D0
2350D70,12D50
2270D32,12D0
2730D27,7D75
5320D22,6D0
5380D45,11D25
1530D5,6D0
4540D14,8D0
3240D48,10D60
3440D85,12D60
5130D26,6D0
3500D92,12D0
3180D71,8D50
4260D89,10D75
4510D0,3D60
3530D92,7D60
5490D67,1D50
2840D1,11D30
4030D55,12D0
4790D15,6D60
2110D85,10D50
1590D88,1D60
2080D52,1D60
4530D48,2D75
4620D19,1D0
4030D18,10D0
2430D94,12D30
1970D27,10D0
5120D22,4D75
4240D20,10D0
1840D47,2D75
3100D80,3D50
4680D1,10D25
2450D73,8D75
1550D59,3D0
2480D2,3D0
4600D90,6D0
3920D69,6D50
2450D61,8D50
2130D53,8D0
3930D46,2D25
5250D18,9D50
3670D46,4D0
3680D41,4D75
3390D41,3D50
1650D30,2D75
3440D59,10D75
3400D99,8D75
5140D25,12D25
3730D27,5D50
3090D10,1D25
2620D31,8D75
2930D17,10D60
3110D68,12D50
2590D27,3D60
2950D17,1D0
2400D37,6D60
4750D76,11D60
3350D60,6D0
4700D51,5D60
5480D40,9D60
1960D70,2D50
3840D23,5D0
3010D47,3D75
3950D55,8D0
2540D53,11D0
5490D78,2D50
3440D82,7D0
2040D25,9D50
5220D33,10D60
4640D83,4D50
5000D13,7D25
2540D68,9D60
2430D74,2D0
2720D16,6D25
2540D23,8D0
4960D2,2D75
4600D47,5D30
2500D39,5D30
5270D24,6D0
3550D33,8D0
5440D33,3D0
4790D41,1D0
3620D59,3D60
1870D45,7D30
3750D18,7D30
3750D28,3D75
4330D98,12D0
1870D56,5D30
4560D30,4D60
5050D61,2D75
1620D65,10D25
4360D33,11D0
1880D46,4D50
3220D26,7D50
3660D6,8D60
5310D19,3D0
3720D37,5D25
3040D39,4D25
5360D28,12D30
2440D76,10D0
2210D34,4D60
1960D29,2D0
1990D91,4D0
2200D64,7D60
4780D0,9D30
4620D17,1D60
2490D60,1D50
4400D30,6D0
2600D95,2D25
3740D50,3D25
2940D23,8D25
2200D50,3D0
4720D59,11D0
1720D76,5D60
4200D80,12D60
2220D91,3D25
5430D80,4D75
4270D27,1D50
2920D11,7D75
5430D83,6D50
4710D85,10D30
5340D95,7D0
2220D67,1D0
4080D86,4D50
4100D90,5D75
2440D9,8D75
3920D63,4D50
1960D98,8D0
1980D16,3D25
5360D97,6D50
4460D11,12D30
2180D3,10D50
5080D93,7D60
1950D75,4D50
4150D25,8D30
1620D45,10D60
4490D74,7D0
4210D40,5D0
5200D2,2D25
5240D23,6D60
2100D81,4D60
2900D15,5D50
4790D25,7D0
2490D86,5D75
3550D79,11D30
4200D54,10D60
4230D64,7D60
2510D6,11D75
5180D9,8D75
4530D42,10D50
3550D96,12D50
3820D75,2D0
4360D74,9D60
4760D63,2D0
5060D63,1D60
5070D7,2D30
4750D49,10D25
4610D14,10D30
5080D98,8D75
2740D31,8D25
1980D54,7D0
1920D57,6D30
2540D17,1D0
4040D83,9D0
1750D80,1D30
1940D8,2D0
5090D35,6D50
1520D89,2D25
3100D26,2D60
2180D39,5D30
4510D98,8D60
4100D47,7D0
2660D69,8D30
4510D81,5D30
2020D99,2D50
5040D57,3D0
2200D50,9D0
4620D85,3D30
3670D20,10D60
2690D99,9D0
5280D5,1D75
2930D76,4D50
4060D96,1D50
3780D76,5D30
3380D16,3D60
5340D69,9D75
3070D42,11D0
3200D21,5D0
4280D49,9D75
5270D96,2D0
4520D91,9D30
4540D80,6D0
4600D17,4D60
5220D37,6D0
2440D3,4D30
3350D83,12D0
3970D86,7D50
3190D84,10D75
5420D0,5D60
3210D10,5D50
5020D43,8D60
3210D15,4D30
2420D70,9D0
1620D36,12D25
4980D97,7D30
1870D46,6D0
5290D75,4D50
5470D98,6D0
3360D1,1D0
4400D9,8D0
3180D53,11D30
5000D4,1D0
3460D76,10D0
4770D90,9D25
4610D69,6D0
2160D44,8D75
2650D17,1D60
2710D90,7D0
4810D29,2D75
2470D75,5D50
3110D54,8D30
2950D35,6D30
3820D22,5D50
3260D17,11D25
3420D66,11D0
1730D60,3D50
5500D36,9D25
4160D49,12D30
4110D71,11D30
3360D72,1D0
2120D56,10D0
3530D29,10D75
2100D71,7D50
3280D5,4D0
1760D45,7D75
3700D38,4D60
4510D63,12D0
1810D9,6D60
4980D95,4D50
3160D97,12D25
2550D89,12D0
2500D94,1D50
3930D82,2D50
4090D79,11D75
1930D10,6D0
1750D71,8D60
3510D87,3D30
3870D50,9D75
3170D60,10D0
3160D55,12D0
